ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Variant_Of
Ranopotora-38_ininside-1,48741756809-141-0,Ranopotora,38_ininside,-loleu,-loleu,l o l e u,,Shimelman2019,,false,
Ranopotora-40_hair-1,48741756809-205-0,Ranopotora,40_hair,ron,ron,r o n,,Shimelman2019,,false,
Ranopotora-40_hair-2,48741756809-205-0,Ranopotora,40_hair,ron ᵐbatu-n,ron ᵐbatu-n,r o n + ᵐb a t u n,,Shimelman2019,,false,Ranopotora-40_hair-1
Ranopotora-41_eye-1,48741756809-211-0,Ranopotora,41_eye,nɛ-mtɛ-m,nɛ-mtɛ-m,n ɛ m t ɛ m,,Shimelman2019,,false,
Ranopotora-42_nose-1,48741756809-212-0,Ranopotora,42_nose,ᵑgunsi-m,ᵑgunsi-m,ᵑg u ns i m,,Shimelman2019,,false,
Ranopotora-43_ear-1,48741756809-213-0,Ranopotora,43_ear,ᵐboro-m,ᵐboro-m,ᵐb o r o m,,Shimelman2019,,false,
Ranopotora-44_mouth-1,48741756809-221-0,Ranopotora,44_mouth,t͡soŋo-m,t͡soŋo-m,t͡s o ŋ o m,,Shimelman2019,,false,
Ranopotora-45_tongue-1,48741756809-223-0,Ranopotora,45_tongue,nɛ-mɛ-m,nɛ-mɛ-m,n ɛ m ɛ m,,Shimelman2019,,false,
Ranopotora-46_tooth-1,48741756809-224-0,Ranopotora,46_tooth,ni-luwo-m,ni-luwo-m,n i l u w o m,,Shimelman2019,,false,
Ranopotora-47_hand-1,48741756809-231-0,Ranopotora,47_hand,navɛɾ,navɛɾ,n a v ɛ ɾ,,Shimelman2019,,false,
Ranopotora-48_shoulder-1,48741756809-233-0,Ranopotora,48_shoulder,ᵐbepari-m,ᵐbepari-m,ᵐb e p a r i m,,Shimelman2019,,false,
Ranopotora-49_neck-1,48741756809-241-0,Ranopotora,49_neck,ᵐbotsɛla-,ᵐbotsɛla-,ᵐb o ts ɛ l a,,Shimelman2019,,false,
Ranopotora-50_back-1,48741756809-242-0,Ranopotora,50_back,ⁿdotɛrɛ-n,ⁿdotɛrɛ-n,ⁿd o t ɛ r ɛ n,,Shimelman2019,,false,
Ranopotora-51_leg-1,48741756809-252-0,Ranopotora,51_leg,ᵐbəla-k,ᵐbəla-k,ᵐb ə l a k,,Shimelman2019,,false,
Ranopotora-52_blood-1,48741756809-261-0,Ranopotora,52_blood,hra,hra,h r a,,Shimelman2019,,false,
Ranopotora-53_bone-1,48741756809-262-0,Ranopotora,53_bone,ʧi-m,ʧi-m,ʧ i m,,Shimelman2019,,false,
Ranopotora-54_skin-1,48741756809-263-0,Ranopotora,54_skin,nɛ-vlʉlʉ-n,nɛ-vlʉlʉ-n,n ɛ v l ʉ l ʉ n,,Shimelman2019,,false,
Ranopotora-55_belly-1,48741756809-271-0,Ranopotora,55_belly,ⁿdupai-n,ⁿdupai-n,ⁿd u p a i n,,Shimelman2019,,false,
Ranopotora-56_intestines-1,48741756809-272-0,Ranopotora,56_intestines,ʧinɪ-m,ʧinɪ-m,ʧ i n ɪ m,,Shimelman2019,,false,
Ranopotora-57_breast-1,48741756809-274-0,Ranopotora,57_breast,na-sus,na-sus,n a s u s,,Shimelman2019,,false,
Ranopotora-58_liver-1,48741756809-284-0,Ranopotora,58_liver,nɛ-rɛ-m,nɛ-rɛ-m,n ɛ r ɛ m,,Shimelman2019,,false,
Ranopotora-59_dog-1,48741756809-312-0,Ranopotora,59_dog,ᵑgəli,ᵑgəli,ᵑg ə l i,,Shimelman2019,,false,
Ranopotora-60_bird-1,48741756809-321-0,Ranopotora,60_bird,nɪ-mɪn,nɪ-mɪn,n ɪ m ɪ n,,Shimelman2019,,false,
Ranopotora-61_fish-1,48741756809-324-0,Ranopotora,61_fish,na-msal,na-msal,n a ms a l,,Shimelman2019,,false,
Ranopotora-62_snake-1,48741756809-341-0,Ranopotora,62_snake,nɪ-mʷɛt,nɪ-mʷɛt,n ɪ mʷ ɛ t,,Shimelman2019,,false,
Ranopotora-63_worm-1,48741756809-342-0,Ranopotora,63_worm,ⁿdoto,ⁿdoto,ⁿd o t o,,Shimelman2019,,false,
Ranopotora-64_louse-1,48741756809-343-0,Ranopotora,64_louse,na-ut,na-ut,n a u t,,Shimelman2019,,false,
Ranopotora-65_rat-1,48741756809-345-0,Ranopotora,65_rat,na-riβ,na-riβ,n a r i β,,Shimelman2019,,false,
Ranopotora-66_spider-1,48741756809-349-0,Ranopotora,66_spider,nela,nela,n e l a,,Shimelman2019,,false,
Ranopotora-67_mosquito-1,48741756809-352-0,Ranopotora,67_mosquito,num,num,n u m,,Shimelman2019,,false,
Ranopotora-68_egg-1,48741756809-381-0,Ranopotora,68_egg,rulu-n,rulu-n,r u l u n,,Shimelman2019,,false,
Ranopotora-69_tail-1,48741756809-383-0,Ranopotora,69_tail,no-lolɛ-n,no-lolɛ-n,n o l o l ɛ n,,Shimelman2019,,false,
Ranopotora-70_wing-1,48741756809-384-0,Ranopotora,70_wing,na-ᵐbɛ-n,na-ᵐbɛ-n,n a ᵐb ɛ n,,Shimelman2019,,false,
Ranopotora-71_feather-1,48741756809-385-0,Ranopotora,71_feather,mowɛn,mowɛn,m o w ɛ n,,Shimelman2019,,false,
Ranopotora-72_man-1,48741756809-402-0,Ranopotora,72_man,norman,norman,n o r m a n,,Shimelman2019,,false,
Ranopotora-73_woman-1,48741756809-403-0,Ranopotora,73_woman,nɪ-vsevin,nɪ-vsevin,n ɪ vs e v i n,,Shimelman2019,,false,
Ranopotora-74_child-1,48741756809-405-0,Ranopotora,74_child,bopɘriŋ,bopɘriŋ,b o p ɘ r i ŋ,,Shimelman2019,,false,
Ranopotora-75_name-1,48741756809-410-0,Ranopotora,75_name,nɪ-sɛ-n,nɪ-sɛ-n,n ɪ s ɛ n,,Shimelman2019,,false,
Ranopotora-76_mother-1,48741756809-431-0,Ranopotora,76_mother,mɛrɛ-n,mɛrɛ-n,m ɛ r ɛ n,,Shimelman2019,,false,
Ranopotora-77_father-1,48741756809-432-0,Ranopotora,77_father,tɛte,tɛte,t ɛ t e,,Shimelman2019,,false,
Ranopotora-78_husband-1,48741756809-435-0,Ranopotora,78_husband,dewɛn so-k,dewɛn so-k,d e w ɛ n + s o k,,Shimelman2019,,false,
Ranopotora-79_wife-1,48741756809-436-0,Ranopotora,79_wife,nɪvsɛn sɛ-n,nɪvsɛn sɛ-n,n ɪ vs ɛ n + s ɛ n,,Shimelman2019,,false,
Ranopotora-80_day-1,48741756809-501-0,Ranopotora,80_day,na-tamulin,na-tamulin,n a t a m u l i n,,Shimelman2019,,false,
Ranopotora-81_night-1,48741756809-502-0,Ranopotora,81_night,na-tupʊŋ,na-tupʊŋ,n a t u p ʊ ŋ,,Shimelman2019,,false,
Ranopotora-82_moon-1,48741756809-512-0,Ranopotora,82_moon,na-vʉl,na-vʉl,n a v ʉ l,,Shimelman2019,,false,
Ranopotora-83_star-1,48741756809-513-0,Ranopotora,83_star,nə-mʧu,nə-mʧu,n ə m ʧ u,,Shimelman2019,,false,
Ranopotora-84_sky-1,48741756809-515-0,Ranopotora,84_sky,ᵐbaxarin,ᵐbaxarin,ᵐb a x a r i n,,Shimelman2019,,false,
Ranopotora-85_water-1,48741756809-521-0,Ranopotora,85_water,nuɔ,nuɔ,n u ɔ,,Shimelman2019,,false,
Ranopotora-86_lake-1,48741756809-523-0,Ranopotora,86_lake,lalɛp,lalɛp,l a l ɛ p,,Shimelman2019,,false,
Ranopotora-87_sea-1,48741756809-524-0,Ranopotora,87_sea,ⁿdes,ⁿdes,ⁿd e s,,Shimelman2019,,false,
Ranopotora-88_fire-1,48741756809-541-0,Ranopotora,88_fire,na-mb,na-mb,n a m b,,Shimelman2019,,false,
Ranopotora-89_smoke-1,48741756809-542-0,Ranopotora,89_smoke,mʷus,mʷus,mʷ u s,,Shimelman2019,,false,
Ranopotora-90_ash-1,48741756809-543-0,Ranopotora,90_ash,mʷisjʉ,mʷisjʉ,mʷ i s j ʉ,,Shimelman2019,,false,
Ranopotora-91_stone-1,48741756809-551-0,Ranopotora,91_stone,nɪ-βɪt,nɪ-βɪt,n ɪ β ɪ t,,Shimelman2019,,false,
Ranopotora-92_earthsoil-1,48741756809-552-0,Ranopotora,92_earthsoil,ⁿdan,ⁿdan,ⁿd a n,,Shimelman2019,,false,
Ranopotora-93_dust-1,48741756809-553-0,Ranopotora,93_dust,ᵐbʷetimau,ᵐbʷetimau,ᵐbʷ e t i m a u,,Shimelman2019,,false,
Ranopotora-94_sand-1,48741756809-554-0,Ranopotora,94_sand,ⁿdɪbʷinan,ⁿdɪbʷinan,ⁿd ɪ bʷ i n a n,,Shimelman2019,,false,
Ranopotora-95_rain-1,48741756809-581-0,Ranopotora,95_rain,na-us,na-us,n a u s,,Shimelman2019,,false,
Ranopotora-96_cloud-1,48741756809-584-0,Ranopotora,96_cloud,na-ᵐboro,na-ᵐboro,n a ᵐb o r o,,Shimelman2019,,false,
Ranopotora-97_wind-1,48741756809-585-0,Ranopotora,97_wind,lɪŋ,lɪŋ,l ɪ ŋ,,Shimelman2019,,false,
Ranopotora-98_thunder-1,48741756809-592-0,Ranopotora,98_thunder,ᵐbɛlvɛɾe,ᵐbɛlvɛɾe,ᵐb ɛ l v ɛ ɾ e,,Shimelman2019,,false,
Ranopotora-99_lightning-1,48741756809-593-0,Ranopotora,99_lightning,na-βil,na-βil,n a β i l,,Shimelman2019,,false,
Ranopotora-100_meatflesh-1,48741756809-603-0,Ranopotora,100_meatflesh,nɪ-viso-n,nɪ-viso-n,n ɪ v i s o n,,Shimelman2019,,false,
Ranopotora-101_fruit-1,48741756809-609-0,Ranopotora,101_fruit,no-wɛn,no-wɛn,n o w ɛ n,,Shimelman2019,,false,
Ranopotora-102_woodsforest-1,48741756809-622-0,Ranopotora,102_woodsforest,ne-tɘɾa,ne-tɘɾa,n e t ɘ ɾ a,,Shimelman2019,,false,
Ranopotora-103_root-1,48741756809-624-0,Ranopotora,103_root,lapʷɛn,lapʷɛn,l a pʷ ɛ n,,Shimelman2019,,false,
Ranopotora-104_branch-1,48741756809-625-0,Ranopotora,104_branch,rɛŋsi-n,rɛŋsi-n,r ɛ ŋs i n,,Shimelman2019,,false,
Ranopotora-105_leaf-1,48741756809-626-0,Ranopotora,105_leaf,ro,ro,r o,,Shimelman2019,,false,
Ranopotora-106_wood-1,48741756809-628-0,Ranopotora,106_wood,na-i,na-i,n a i,,Shimelman2019,,false,
Ranopotora-107_grass-1,48741756809-631-0,Ranopotora,107_grass,na-mus,na-mus,n a m u s,,Shimelman2019,,false,
Ranopotora-109_thatchroof-1,48741756809-633-0,Ranopotora,109_thatchroof,ni-at,ni-at,n i a t,,Shimelman2019,,false,
Ranopotora-110_house-1,48741756809-651-0,Ranopotora,110_house,na-im,na-im,n a i m,,Shimelman2019,,false,
Ranopotora-111_rope-1,48741756809-662-0,Ranopotora,111_rope,ⁿdɛl,ⁿdɛl,ⁿd ɛ l,,Shimelman2019,,false,
Ranopotora-112_roadpath-1,48741756809-681-0,Ranopotora,112_roadpath,sɛl,sɛl,s ɛ l,,Shimelman2019,,false,
Ranopotora-113_black-1,48741756809-701-0,Ranopotora,113_black,-motmut,-motmut,m o t m u t,,Shimelman2019,,false,
Ranopotora-114_white-1,48741756809-702-0,Ranopotora,114_white,-wis,-wis,w i s,,Shimelman2019,,false,
Ranopotora-115_red-1,48741756809-703-0,Ranopotora,115_red,-vɛŋ,-vɛŋ,v ɛ ŋ,,Shimelman2019,,false,
Ranopotora-116_green-1,48741756809-704-0,Ranopotora,116_green,-t͡sat͡sɛn,-t͡sat͡sɛn,t͡s a t͡s ɛ n,,Shimelman2019,,false,
Ranopotora-118_big-1,48741756809-711-0,Ranopotora,118_big,-lɛp,-lɛp,l ɛ p,,Shimelman2019,,false,
Ranopotora-119_small-1,48741756809-717-0,Ranopotora,119_small,-wɛlele,-wɛlele,w ɛ l e l e,,Shimelman2019,,false,
Ranopotora-120_sharp-1,48741756809-741-0,Ranopotora,120_sharp,-so,-so,s o,,Shimelman2019,,false,
Ranopotora-121_bluntdull-1,48741756809-742-0,Ranopotora,121_bluntdull,-muɲol,-muɲol,m u ɲ o l,,Shimelman2019,,false,
Ranopotora-122_shyashamed-1,48741756809-749-0,Ranopotora,122_shyashamed,-manun,-manun,m a n u n,,Shimelman2019,,false,
Ranopotora-123_old-1,48741756809-752-0,Ranopotora,123_old,-taɾa,-taɾa,t a ɾ a,,Shimelman2019,,false,
Ranopotora-124_painfulsick-1,48741756809-763-0,Ranopotora,124_painfulsick,-mse,-mse,ms e,,Shimelman2019,,false,
Ranopotora-125_good-1,48741756809-771-0,Ranopotora,125_good,-rɛs,-rɛs,r ɛ s,,Shimelman2019,,false,
Ranopotora-126_bad-1,48741756809-772-0,Ranopotora,126_bad,-siʧ,-siʧ,s i ʧ,,Shimelman2019,,false,
Ranopotora-127_correcttrue-1,48741756809-773-0,Ranopotora,127_correcttrue,-vorutun,-vorutun,v o r u t u n,,Shimelman2019,,false,
Ranopotora-128_dirty-1,48741756809-777-0,Ranopotora,128_dirty,mu-poporo,mu-poporo,m u p o p o r o,,Shimelman2019,,false,
Ranopotora-129_rotten-1,48741756809-780-0,Ranopotora,129_rotten,-mʊtmʊt,-mʊtmʊt,m ʊ t m ʊ t,,Shimelman2019,,false,
Ranopotora-130_heavy-1,48741756809-786-0,Ranopotora,130_heavy,-roʷ,-roʷ,r oʷ,,Shimelman2019,,false,
Ranopotora-131_far-1,48741756809-788-0,Ranopotora,131_far,-aso,-aso,a s o,,Shimelman2019,,false,
Ranopotora-132_near-1,48741756809-789-0,Ranopotora,132_near,-mori,-mori,m o r i,,Shimelman2019,,false,
Ranopotora-133_cold-1,48741756809-792-0,Ranopotora,133_cold,-namlas,-namlas,n a m l a s,,Shimelman2019,,false,
Ranopotora-134_dry-1,48741756809-793-0,Ranopotora,134_dry,-mimɪs,-mimɪs,m i m ɪ s,,Shimelman2019,,false,
Ranopotora-135_wet-1,48741756809-794-0,Ranopotora,135_wet,-mimim,-mimim,m i m i m,,Shimelman2019,,false,
Ranopotora-136_new-1,48741756809-798-0,Ranopotora,136_new,-mɛr,-mɛr,m ɛ r,,Shimelman2019,,false,
Ranopotora-138_come-1,48741756809-802-0,Ranopotora,138_come,kuɪ-me,kuɪ-me,k u ɪ m e,,Shimelman2019,,false,
Ranopotora-139_walk-1,48741756809-803-0,Ranopotora,139_walk,nɛ-vɛl,nɛ-vɛl,n ɛ v ɛ l,,Shimelman2019,,false,
Ranopotora-139_walk-2,48741756809-803-0,Ranopotora,139_walk,nɛ-vɛlɛn,nɛ-vɛlɛn,n ɛ v ɛ l ɛ n,,Shimelman2019,,false,Ranopotora-139_walk-1
Ranopotora-140_stand-1,48741756809-811-0,Ranopotora,140_stand,kumo-tur,kumo-tur,k u m o t u r,,Shimelman2019,,false,
Ranopotora-141_sit-1,48741756809-812-0,Ranopotora,141_sit,kumɛ-lik,kumɛ-lik,k u m ɛ l i k,,Shimelman2019,,false,
Ranopotora-142_fall-1,48741756809-813-0,Ranopotora,142_fall,-ʧʉ,-ʧʉ,ʧ ʉ,,Shimelman2019,,false,
Ranopotora-144_turn-1,48741756809-815-0,Ranopotora,144_turn,ho-rori,ho-rori,h o r o r i,,Shimelman2019,,false,
Ranopotora-145_climb-1,48741756809-818-0,Ranopotora,145_climb,-sa,-sa,s a,,Shimelman2019,,false,
Ranopotora-146_swim-1,48741756809-821-0,Ranopotora,146_swim,kue-loŋ,kue-loŋ,k u e l o ŋ,,Shimelman2019,,false,
Ranopotora-147_flyverb-1,48741756809-822-0,Ranopotora,147_flyverb,-ro,-ro,r o,,Shimelman2019,,false,
Ranopotora-148_throw-1,48741756809-826-0,Ranopotora,148_throw,-wɪʧeni,-wɪʧeni,w ɪ ʧ e n i,,Shimelman2019,,false,
Ranopotora-149_hide-1,48741756809-827-0,Ranopotora,149_hide,-silvani,-silvani,s i l v a n i,,Shimelman2019,,false,
Ranopotora-150_eat-1,48741756809-831-0,Ranopotora,150_eat,kuma-in,kuma-in,k u m a i n,,Shimelman2019,,false,
Ranopotora-151_drink-1,48741756809-832-0,Ranopotora,151_drink,mɛ-mini,mɛ-mini,m ɛ m i n i,,Shimelman2019,,false,
Ranopotora-152_yawn-1,48741756809-836-0,Ranopotora,152_yawn,ku-menɪma,ku-menɪma,k u m e n ɪ m a,,Shimelman2019,,false,
Ranopotora-153_spit-1,48741756809-837-0,Ranopotora,153_spit,kumɛ-ltʉ,kumɛ-ltʉ,k u m ɛ l t ʉ,,Shimelman2019,,false,
Ranopotora-154_dream-1,48741756809-840-0,Ranopotora,154_dream,vorvoro,vorvoro,v o r v o r o,,Shimelman2019,,false,
Ranopotora-154_dream-2,48741756809-840-0,Ranopotora,154_dream,-matur vorvoro,-matur vorvoro,m a t u r + v o r v o r o,,Shimelman2019,,false,Ranopotora-154_dream-1
Ranopotora-155_sleep-1,48741756809-841-0,Ranopotora,155_sleep,ku-maturu,ku-maturu,k u m a t u r u,,Shimelman2019,,false,
Ranopotora-156_live-1,48741756809-842-0,Ranopotora,156_live,-mauɾu,-mauɾu,m a u ɾ u,,Shimelman2019,,false,
Ranopotora-157_die-1,48741756809-843-0,Ranopotora,157_die,-miʧ,-miʧ,m i ʧ,,Shimelman2019,,false,
Ranopotora-158_kill-1,48741756809-844-0,Ranopotora,158_kill,-rɛʧ-pini,-rɛʧ-pini,r ɛ ʧ p i n i,,Shimelman2019,,false,
Ranopotora-159_see-1,48741756809-851-0,Ranopotora,159_see,mʷo-lesi,mʷo-lesi,mʷ o l e s i,,Shimelman2019,,false,
Ranopotora-160_hear-1,48741756809-852-0,Ranopotora,160_hear,m-ore,m-ore,m o r e,,Shimelman2019,,false,
Ranopotora-161_sniffsmell-1,48741756809-854-0,Ranopotora,161_sniffsmell,mɛ-tɛn,mɛ-tɛn,m ɛ t ɛ n,,Shimelman2019,,false,
Ranopotora-162_laugh-1,48741756809-858-0,Ranopotora,162_laugh,mu-mɛn,mu-mɛn,m u m ɛ n,,Shimelman2019,,false,
Ranopotora-163_cry-1,48741756809-859-0,Ranopotora,163_cry,mu-tɪŋ,mu-tɪŋ,m u t ɪ ŋ,,Shimelman2019,,false,
Ranopotora-165_burn-1,48741756809-868-0,Ranopotora,165_burn,-in,-in,i n,,Shimelman2019,,false,
Ranopotora-167_pound-1,48741756809-880-0,Ranopotora,167_pound,-rɛʧarɛʧi,-rɛʧarɛʧi,r ɛ ʧ a r ɛ ʧ i,,Shimelman2019,,false,
Ranopotora-168_hit-1,48741756809-881-0,Ranopotora,168_hit,-reʧi,-reʧi,r e ʧ i,,Shimelman2019,,false,
Ranopotora-169_cut-1,48741756809-887-0,Ranopotora,169_cut,-tai,-tai,t a i,,Shimelman2019,,false,
Ranopotora-173_hold-1,48741756809-893-0,Ranopotora,173_hold,-tortotoni,-tortotoni,t o r t o t o n i,,Shimelman2019,,false,
Ranopotora-174_fear-1,48741756809-895-0,Ranopotora,174_fear,nɪ-mɪto,nɪ-mɪto,n ɪ m ɪ t o,,Shimelman2019,,false,
Ranopotora-175_count-1,48741756809-896-0,Ranopotora,175_count,-βe,-βe,β e,,Shimelman2019,,false,
Ranopotora-177_vomit-1,48741756809-900-0,Ranopotora,177_vomit,mo-lu,mo-lu,m o l u,,Shimelman2019,,false,
Ranopotora-178_tieup-1,48741756809-901-0,Ranopotora,178_tieup,mʷɛlʧi,mʷɛlʧi,mʷ ɛ l ʧ i,,Shimelman2019,,false,
Ranopotora-179_squeeze-1,48741756809-902-0,Ranopotora,179_squeeze,-wusi,-wusi,w u s i,,Shimelman2019,,false,
Ranopotora-180_swell-1,48741756809-903-0,Ranopotora,180_swell,-sol,-sol,s o l,,Shimelman2019,,false,
Ranopotora-181_say-1,48741756809-904-0,Ranopotora,181_say,ko-worai,ko-worai,k o w o r a i,,Shimelman2019,,false,
Ranopotora-182_scratch-1,48741756809-905-0,Ranopotora,182_scratch,-rsi,-rsi,rs i,,Shimelman2019,,false,
Ranopotora-183_stab-1,48741756809-906-0,Ranopotora,183_stab,-ʧuʧi,-ʧuʧi,ʧ u ʧ i,,Shimelman2019,,false,
Ranopotora-184_buy-1,48741756809-912-0,Ranopotora,184_buy,-wol,-wol,w o l,,Shimelman2019,,false,
Ranopotora-185_steal-1,48741756809-913-0,Ranopotora,185_steal,-vɛnai,-vɛnai,v ɛ n a i,,Shimelman2019,,false,
Ranopotora-186_plant-1,48741756809-918-0,Ranopotora,186_plant,-ruw,-ruw,r u w,,Shimelman2019,,false,
Ranopotora-187_cook-1,48741756809-922-0,Ranopotora,187_cook,ma-tapu,ma-tapu,m a t a p u,,Shimelman2019,,false,
Ranopotora-188_shoot-1,48741756809-940-0,Ranopotora,188_shoot,mɛ-lue,mɛ-lue,m ɛ l u e,,Shimelman2019,,false,
Ranopotora-189_work-1,48741756809-950-0,Ranopotora,189_work,-mʷaʧiŋ,-mʷaʧiŋ,mʷ a ʧ i ŋ,,Shimelman2019,,false,
Ranopotora-190_open-1,48741756809-962-0,Ranopotora,190_open,-βe,-βe,β e,,Shimelman2019,,false,
Ranochinambong-0_one-1,48741756909-1-0,Ranochinambong,0_one,-sa,-sa,s a,,Shimelman2019,,false,
Ranochinambong-1_two-1,48741756909-2-0,Ranochinambong,1_two,ɔ-ru,ɔ-ru,ɔ r u,,Shimelman2019,,false,
Ranochinambong-2_three-1,48741756909-3-0,Ranochinambong,2_three,e-tɪl,e-tɪl,e t ɪ l,,Shimelman2019,,false,
Ranochinambong-3_four-1,48741756909-4-0,Ranochinambong,3_four,a-viʧ,a-viʧ,a v i ʧ,,Shimelman2019,,false,
Ranochinambong-4_five-1,48741756909-5-0,Ranochinambong,4_five,ɛ-lim,ɛ-lim,ɛ l i m,,Shimelman2019,,false,
Ranochinambong-5_six-1,48741756909-6-0,Ranochinambong,5_six,o-wɔn,o-wɔn,o w ɔ n,,Shimelman2019,,false,
Ranochinambong-6_seven-1,48741756909-7-0,Ranochinambong,6_seven,ɛ-βʉt,ɛ-βʉt,ɛ β ʉ t,,Shimelman2019,,false,
Ranochinambong-7_eight-1,48741756909-8-0,Ranochinambong,7_eight,e-wɪl,e-wɪl,e w ɪ l,,Shimelman2019,,false,
Ranochinambong-8_nine-1,48741756909-9-0,Ranochinambong,8_nine,ɛ-siu,ɛ-siu,ɛ s i u,,Shimelman2019,,false,
Ranochinambong-9_ten-1,48741756909-10-0,Ranochinambong,9_ten,asɪŋavʊl,asɪŋavʊl,a s ɪ ŋ a v ʊ l,,Shimelman2019,,false,
Ranochinambong-10_twenty-1,48741756909-11-0,Ranochinambong,10_twenty,oŋol oru,oŋol oru,o ŋ o l + o r u,,Shimelman2019,,false,
Ranochinambong-11_fifty-1,48741756909-15-0,Ranochinambong,11_fifty,oŋol e-lim,oŋol e-lim,o ŋ o l + e l i m,,Shimelman2019,,false,
Ranochinambong-12_onehundred-1,48741756909-20-0,Ranochinambong,12_onehundred,oŋo sɪŋavʊl,oŋo sɪŋavʊl,o ŋ o + s ɪ ŋ a v ʊ l,,Shimelman2019,,false,
Ranochinambong-14_year-1,48741756909-51-0,Ranochinambong,14_year,sia,sia,s i a,,Shimelman2019,,false,
Ranochinambong-15_right-1,48741756909-81-0,Ranochinambong,15_right,ne-mʷatu,ne-mʷatu,n e mʷ a t u,,Shimelman2019,,false,
Ranochinambong-16_left-1,48741756909-82-0,Ranochinambong,16_left,ne-mʷaiɾi,ne-mʷaiɾi,n e mʷ a i ɾ i,,Shimelman2019,,false,
Ranochinambong-17_i-1,48741756909-101-0,Ranochinambong,17_i,niɔ,niɔ,n i ɔ,,Shimelman2019,,false,
Ranochinambong-18_weallexcl-1,48741756909-102-0,Ranochinambong,18_weallexcl,kiɛm,kiɛm,k i ɛ m,,Shimelman2019,,false,
Ranochinambong-20_webothexcl-1,48741756909-102-2,Ranochinambong,20_webothexcl,kiɛm oru,kiɛm oru,k i ɛ m + o r u,,Shimelman2019,,false,
Ranochinambong-21_weallincl-1,48741756909-102-3,Ranochinambong,21_weallincl,kier,kier,k i e r,,Shimelman2019,,false,
Ranochinambong-22_thou-1,48741756909-104-0,Ranochinambong,22_thou,nik,nik,n i k,,Shimelman2019,,false,
Ranochinambong-23_youboth-1,48741756909-105-0,Ranochinambong,23_youboth,kiami ɔru,kiami ɔru,k i a m i + ɔ r u,,Shimelman2019,,false,
Ranochinambong-24_youall-1,48741756909-105-2,Ranochinambong,24_youall,kiami,kiami,k i a m i,,Shimelman2019,,false,
Ranochinambong-25_heshe-1,48741756909-106-0,Ranochinambong,25_heshe,ni,ni,n i,,Shimelman2019,,false,
Ranochinambong-26_theyall-1,48741756909-107-0,Ranochinambong,26_theyall,niɾi,niɾi,n i ɾ i,,Shimelman2019,,false,
Ranochinambong-27_theyboth-1,48741756909-107-2,Ranochinambong,27_theyboth,nir oru,nir oru,n i r + o r u,,Shimelman2019,,false,
Ranochinambong-28_nonot-1,48741756909-112-0,Ranochinambong,28_nonot,mi-t͡sige,mi-t͡sige,m i t͡s i g e,,Shimelman2019,,false,
Ranochinambong-33_how-1,48741756909-125-0,Ranochinambong,33_how,ɛrpɛse,ɛrpɛse,ɛ r p ɛ s e,,Shimelman2019,,false,
Ranochinambong-34_this-1,48741756909-131-0,Ranochinambong,34_this,ŋok,ŋok,ŋ o k,,Shimelman2019,,false,
Ranochinambong-35_that-1,48741756909-132-0,Ranochinambong,35_that,ŋukwan,ŋukwan,ŋ u kw a n,,Shimelman2019,,false,
Ranochinambong-37_below-1,48741756909-139-0,Ranochinambong,37_below,-mɛlvɛn,-mɛlvɛn,m ɛ l v ɛ n,,Shimelman2019,,false,
Ranochinambong-38_ininside-1,48741756909-141-0,Ranochinambong,38_ininside,-loloim,-loloim,l o l o i m,,Shimelman2019,,false,
Ranochinambong-39_head-1,48741756909-201-0,Ranochinambong,39_head,ᵐbatu-n,ᵐbatu-n,ᵐb a t u n,,Shimelman2019,,false,
Ranochinambong-40_hair-1,48741756909-205-0,Ranochinambong,40_hair,ron,ron,r o n,,Shimelman2019,,false,
Ranochinambong-40_hair-2,48741756909-205-0,Ranochinambong,40_hair,ron ᵐbatu-n,ron ᵐbatu-n,r o n + ᵐb a t u n,,Shimelman2019,,false,Ranochinambong-40_hair-1
Ranochinambong-41_eye-1,48741756909-211-0,Ranochinambong,41_eye,nɛ-mtɛ-m,nɛ-mtɛ-m,n ɛ m t ɛ m,,Shimelman2019,,false,
Ranochinambong-42_nose-1,48741756909-212-0,Ranochinambong,42_nose,ᵑgunsi-n,ᵑgunsi-n,ᵑg u ns i n,,Shimelman2019,,false,
Ranochinambong-43_ear-1,48741756909-213-0,Ranochinambong,43_ear,ᵐboro-n,ᵐboro-n,ᵐb o r o n,,Shimelman2019,,false,
Ranochinambong-44_mouth-1,48741756909-221-0,Ranochinambong,44_mouth,ʧoŋo-n,ʧoŋo-n,ʧ o ŋ o n,,Shimelman2019,,false,
Ranochinambong-45_tongue-1,48741756909-223-0,Ranochinambong,45_tongue,nɛ-mɛ-n,nɛ-mɛ-n,n ɛ m ɛ n,,Shimelman2019,,false,
Ranochinambong-46_tooth-1,48741756909-224-0,Ranochinambong,46_tooth,nɛ-luwo-n,nɛ-luwo-n,n ɛ l u w o n,,Shimelman2019,,false,
Ranochinambong-47_hand-1,48741756909-231-0,Ranochinambong,47_hand,navɛɾ,navɛɾ,n a v ɛ ɾ,,Shimelman2019,,false,
Ranochinambong-48_shoulder-1,48741756909-233-0,Ranochinambong,48_shoulder,bɛrfari-n,bɛrfari-n,b ɛ r f a r i n,,Shimelman2019,,false,
