ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Variant_Of
Bislama1-27_theyboth-1,48700000008-107-2,Bislama1,27_theyboth,tufala,tufala,t u f a l a,,Shimelman2019,,false,
Bislama1-28_nonot-1,48700000008-112-0,Bislama1,28_nonot,nɔ,nɔ,n ɔ,,Shimelman2019,,false,
Bislama1-29_what-1,48700000008-121-0,Bislama1,29_what,wanɛm,wanɛm,w a n ɛ m,,Shimelman2019,,false,
Bislama1-30_who-1,48700000008-122-0,Bislama1,30_who,hu,hu,h u,,Shimelman2019,,false,
Bislama1-31_where-1,48700000008-123-0,Bislama1,31_where,wea,wea,w e a,,Shimelman2019,,false,
Bislama1-32_when-1,48700000008-124-0,Bislama1,32_when,wanɛm taim,wanɛm taim,w a n ɛ m + t a i m,,Shimelman2019,,false,
Bislama1-33_how-1,48700000008-125-0,Bislama1,33_how,hao,hao,h a o,,Shimelman2019,,false,
Bislama1-34_this-1,48700000008-131-0,Bislama1,34_this,ɛmia ja,ɛmia ja,ɛ m i a + j a,,Shimelman2019,,false,
Bislama1-35_that-1,48700000008-132-0,Bislama1,35_that,ɛmia lɔŋwe,ɛmia lɔŋwe,ɛ m i a + l ɔ ŋw e,,Shimelman2019,,false,
Bislama1-36_above-1,48700000008-138-0,Bislama1,36_above,antap,antap,a n t a p,,Shimelman2019,,false,
Bislama1-37_below-1,48700000008-139-0,Bislama1,37_below,antanit,antanit,a n t a n i t,,Shimelman2019,,false,
Bislama1-38_ininside-1,48700000008-141-0,Bislama1,38_ininside,ɪnsaid,ɪnsaid,ɪ ns a i d,,Shimelman2019,,false,
Bislama1-39_head-1,48700000008-201-0,Bislama1,39_head,hɛdᵗ,hɛdᵗ,h ɛ dᵗ,,Shimelman2019,,false,
Bislama1-40_hair-1,48700000008-205-0,Bislama1,40_hair,hea,hea,h e a,,Shimelman2019,,false,
Bislama1-41_eye-1,48700000008-211-0,Bislama1,41_eye,ai,ai,a i,,Shimelman2019,,false,
Bislama1-42_nose-1,48700000008-212-0,Bislama1,42_nose,nus,nus,n u s,,Shimelman2019,,false,
Bislama1-43_ear-1,48700000008-213-0,Bislama1,43_ear,sora,sora,s o r a,,Shimelman2019,,false,
Bislama1-44_mouth-1,48700000008-221-0,Bislama1,44_mouth,maot,maot,m a o t,,Shimelman2019,,false,
Bislama1-45_tongue-1,48700000008-223-0,Bislama1,45_tongue,taŋ,taŋ,t a ŋ,,Shimelman2019,,false,
Bislama1-46_tooth-1,48700000008-224-0,Bislama1,46_tooth,tut,tut,t u t,,Shimelman2019,,false,
Bislama1-47_hand-1,48700000008-231-0,Bislama1,47_hand,hanᵗ,hanᵗ,h a nᵗ,,Shimelman2019,,false,
Bislama1-48_shoulder-1,48700000008-233-0,Bislama1,48_shoulder,ʃolda,ʃolda,ʃ o l d a,,Shimelman2019,,false,
Bislama1-49_neck-1,48700000008-241-0,Bislama1,49_neck,nɛk,nɛk,n ɛ k,,Shimelman2019,,false,
Bislama1-50_back-1,48700000008-242-0,Bislama1,50_back,baksaid,baksaid,b a ks a i d,,Shimelman2019,,false,
Bislama1-51_leg-1,48700000008-252-0,Bislama1,51_leg,lɛk,lɛk,l ɛ k,,Shimelman2019,,false,
Bislama1-52_blood-1,48700000008-261-0,Bislama1,52_blood,bladᵗ,bladᵗ,b l a dᵗ,,Shimelman2019,,false,
Bislama1-53_bone-1,48700000008-262-0,Bislama1,53_bone,bun,bun,b u n,,Shimelman2019,,false,
Bislama1-54_skin-1,48700000008-263-0,Bislama1,54_skin,skin,skin,s k i n,,Shimelman2019,,false,
Bislama1-55_belly-1,48700000008-271-0,Bislama1,55_belly,bɛl,bɛl,b ɛ l,,Shimelman2019,,false,
Bislama1-56_intestines-1,48700000008-272-0,Bislama1,56_intestines,kat,kat,k a t,,Shimelman2019,,false,
Bislama1-57_breast-1,48700000008-274-0,Bislama1,57_breast,titi,titi,t i t i,,Shimelman2019,,false,
Bislama1-58_liver-1,48700000008-284-0,Bislama1,58_liver,liva,liva,l i v a,,Shimelman2019,,false,
Bislama1-59_dog-1,48700000008-312-0,Bislama1,59_dog,dɔk,dɔk,d ɔ k,,Shimelman2019,,false,
Bislama1-60_bird-1,48700000008-321-0,Bislama1,60_bird,pɪʧɪn,pɪʧɪn,p ɪ ʧ ɪ n,,Shimelman2019,,false,
Bislama1-61_fish-1,48700000008-324-0,Bislama1,61_fish,fiʃ,fiʃ,f i ʃ,,Shimelman2019,,false,
Bislama1-62_snake-1,48700000008-341-0,Bislama1,62_snake,snek,snek,s n e k,,Shimelman2019,,false,
Bislama1-63_worm-1,48700000008-342-0,Bislama1,63_worm,wɔm,wɔm,w ɔ m,,Shimelman2019,,false,
Bislama1-64_louse-1,48700000008-343-0,Bislama1,64_louse,laos,laos,l a o s,,Shimelman2019,,false,
Bislama1-65_rat-1,48700000008-345-0,Bislama1,65_rat,rat,rat,r a t,,Shimelman2019,,false,
Bislama1-66_spider-1,48700000008-349-0,Bislama1,66_spider,spaida,spaida,s p a i d a,,Shimelman2019,,false,
Bislama1-67_mosquito-1,48700000008-352-0,Bislama1,67_mosquito,mɔskido,mɔskido,m ɔ s k i d o,,Shimelman2019,,false,
Bislama1-68_egg-1,48700000008-381-0,Bislama1,68_egg,ɛk,ɛk,ɛ k,,Shimelman2019,,false,
Bislama1-69_tail-1,48700000008-383-0,Bislama1,69_tail,tɛl,tɛl,t ɛ l,,Shimelman2019,,false,
Bislama1-70_wing-1,48700000008-384-0,Bislama1,70_wing,win,win,w i n,,Shimelman2019,,false,
Bislama1-71_feather-1,48700000008-385-0,Bislama1,71_feather,fɛta,fɛta,f ɛ t a,,Shimelman2019,,false,
Bislama1-72_man-1,48700000008-402-0,Bislama1,72_man,man,man,m a n,,Shimelman2019,,false,
Bislama1-73_woman-1,48700000008-403-0,Bislama1,73_woman,wɔman,wɔman,w ɔ m a n,,Shimelman2019,,false,
Bislama1-74_child-1,48700000008-405-0,Bislama1,74_child,pɪkinini,pɪkinini,p ɪ k i n i n i,,Shimelman2019,,false,
Bislama1-75_name-1,48700000008-410-0,Bislama1,75_name,nɛm,nɛm,n ɛ m,,Shimelman2019,,false,
Bislama1-76_mother-1,48700000008-431-0,Bislama1,76_mother,mama,mama,m a m a,,Shimelman2019,,false,
Bislama1-77_father-1,48700000008-432-0,Bislama1,77_father,papa,papa,p a p a,,Shimelman2019,,false,
Bislama1-78_husband-1,48700000008-435-0,Bislama1,78_husband,həsbɪn,həsbɪn,h ə s b ɪ n,,Shimelman2019,,false,
Bislama1-79_wife-1,48700000008-436-0,Bislama1,79_wife,waif,waif,w a i f,,Shimelman2019,,false,
Bislama1-80_day-1,48700000008-501-0,Bislama1,80_day,de,de,d e,,Shimelman2019,,false,
Bislama1-81_night-1,48700000008-502-0,Bislama1,81_night,nait,nait,n a i t,,Shimelman2019,,false,
Bislama1-82_moon-1,48700000008-512-0,Bislama1,82_moon,mun,mun,m u n,,Shimelman2019,,false,
Bislama1-83_star-1,48700000008-513-0,Bislama1,83_star,sta,sta,s t a,,Shimelman2019,,false,
Bislama1-84_sky-1,48700000008-515-0,Bislama1,84_sky,skai,skai,s k a i,,Shimelman2019,,false,
Bislama1-85_water-1,48700000008-521-0,Bislama1,85_water,wɔta,wɔta,w ɔ t a,,Shimelman2019,,false,
Bislama1-86_lake-1,48700000008-523-0,Bislama1,86_lake,lak,lak,l a k,,Shimelman2019,,false,
Bislama1-87_sea-1,48700000008-524-0,Bislama1,87_sea,solwɔta,solwɔta,s o lw ɔ t a,,Shimelman2019,,false,
Bislama1-88_fire-1,48700000008-541-0,Bislama1,88_fire,faia,faia,f a i a,,Shimelman2019,,false,
Bislama1-89_smoke-1,48700000008-542-0,Bislama1,89_smoke,smɔk,smɔk,s m ɔ k,,Shimelman2019,,false,
Bislama1-90_ash-1,48700000008-543-0,Bislama1,90_ash,asis,asis,a s i s,,Shimelman2019,,false,
Bislama1-91_stone-1,48700000008-551-0,Bislama1,91_stone,ston,ston,s t o n,,Shimelman2019,,false,
Bislama1-92_earthsoil-1,48700000008-552-0,Bislama1,92_earthsoil,kraon,kraon,k r a o n,,Shimelman2019,,false,
Bislama1-93_dust-1,48700000008-553-0,Bislama1,93_dust,tas,tas,t a s,,Shimelman2019,,false,
Bislama1-94_sand-1,48700000008-554-0,Bislama1,94_sand,sanbiʧ,sanbiʧ,s a n b i ʧ,,Shimelman2019,,false,
Bislama1-95_rain-1,48700000008-581-0,Bislama1,95_rain,rɛn,rɛn,r ɛ n,,Shimelman2019,,false,
Bislama1-96_cloud-1,48700000008-584-0,Bislama1,96_cloud,klaod,klaod,k l a o d,,Shimelman2019,,false,
Bislama1-97_wind-1,48700000008-585-0,Bislama1,97_wind,win,win,w i n,,Shimelman2019,,false,
Bislama1-98_thunder-1,48700000008-592-0,Bislama1,98_thunder,tanda,tanda,t a n d a,,Shimelman2019,,false,
Bislama1-99_lightning-1,48700000008-593-0,Bislama1,99_lightning,laitniŋ,laitniŋ,l a i t n i ŋ,,Shimelman2019,,false,
Bislama1-100_meatflesh-1,48700000008-603-0,Bislama1,100_meatflesh,mit,mit,m i t,,Shimelman2019,,false,
Bislama1-101_fruit-1,48700000008-609-0,Bislama1,101_fruit,frut,frut,f r u t,,Shimelman2019,,false,
Bislama1-102_woodsforest-1,48700000008-622-0,Bislama1,102_woodsforest,dakbus,dakbus,d a k b u s,,Shimelman2019,,false,
Bislama1-103_root-1,48700000008-624-0,Bislama1,103_root,rus,rus,r u s,,Shimelman2019,,false,
Bislama1-104_branch-1,48700000008-625-0,Bislama1,104_branch,bəranʧ,bəranʧ,b ə r a n ʧ,,Shimelman2019,,false,
Bislama1-105_leaf-1,48700000008-626-0,Bislama1,105_leaf,lif,lif,l i f,,Shimelman2019,,false,
Bislama1-106_wood-1,48700000008-628-0,Bislama1,106_wood,wudᵗ,wudᵗ,w u dᵗ,,Shimelman2019,,false,
Bislama1-107_grass-1,48700000008-631-0,Bislama1,107_grass,kras,kras,k r a s,,Shimelman2019,,false,
Bislama1-108_flower-1,48700000008-632-0,Bislama1,108_flower,flawa,flawa,f l a w a,,Shimelman2019,,false,
Bislama1-109_thatchroof-1,48700000008-633-0,Bislama1,109_thatchroof,taʧ,taʧ,t a ʧ,,Shimelman2019,,false,
Bislama1-110_house-1,48700000008-651-0,Bislama1,110_house,haos,haos,h a o s,,Shimelman2019,,false,
Bislama1-111_rope-1,48700000008-662-0,Bislama1,111_rope,rop˺,rop˺,r o p˺,,Shimelman2019,,false,
Bislama1-112_roadpath-1,48700000008-681-0,Bislama1,112_roadpath,rodᵗ,rodᵗ,r o dᵗ,,Shimelman2019,,false,
Bislama1-113_black-1,48700000008-701-0,Bislama1,113_black,blak,blak,b l a k,,Shimelman2019,,false,
Bislama1-114_white-1,48700000008-702-0,Bislama1,114_white,wait,wait,w a i t,,Shimelman2019,,false,
Bislama1-115_red-1,48700000008-703-0,Bislama1,115_red,rɛd,rɛd,r ɛ d,,Shimelman2019,,false,
Bislama1-116_green-1,48700000008-704-0,Bislama1,116_green,grin,grin,g r i n,,Shimelman2019,,false,
Bislama1-117_yellow-1,48700000008-705-0,Bislama1,117_yellow,yalo,yalo,y a l o,,Shimelman2019,,false,
Bislama1-118_big-1,48700000008-711-0,Bislama1,118_big,bɪk,bɪk,b ɪ k,,Shimelman2019,,false,
Bislama1-119_small-1,48700000008-717-0,Bislama1,119_small,smɔl,smɔl,s m ɔ l,,Shimelman2019,,false,
Bislama1-120_sharp-1,48700000008-741-0,Bislama1,120_sharp,ʃap,ʃap,ʃ a p,,Shimelman2019,,false,
Bislama1-121_bluntdull-1,48700000008-742-0,Bislama1,121_bluntdull,no ʃap,no ʃap,n o + ʃ a p,,Shimelman2019,,false,
Bislama1-122_shyashamed-1,48700000008-749-0,Bislama1,122_shyashamed,ʃem,ʃem,ʃ e m,,Shimelman2019,,false,
Bislama1-123_old-1,48700000008-752-0,Bislama1,123_old,olfala,olfala,o l f a l a,,Shimelman2019,,false,
Bislama1-124_painfulsick-1,48700000008-763-0,Bislama1,124_painfulsick,sik,sik,s i k,,Shimelman2019,,false,
Bislama1-125_good-1,48700000008-771-0,Bislama1,125_good,gʊd,gʊd,g ʊ d,,Shimelman2019,,false,
Bislama1-126_bad-1,48700000008-772-0,Bislama1,126_bad,bad,bad,b a d,,Shimelman2019,,false,
Bislama1-127_correcttrue-1,48700000008-773-0,Bislama1,127_correcttrue,tru,tru,t r u,,Shimelman2019,,false,
Bislama1-128_dirty-1,48700000008-777-0,Bislama1,128_dirty,dɔti,dɔti,d ɔ t i,,Shimelman2019,,false,
Bislama1-129_rotten-1,48700000008-780-0,Bislama1,129_rotten,rɔtɛn,rɔtɛn,r ɔ t ɛ n,,Shimelman2019,,false,
Bislama1-130_heavy-1,48700000008-786-0,Bislama1,130_heavy,ɛvi,ɛvi,ɛ v i,,Shimelman2019,,false,
Bislama1-131_far-1,48700000008-788-0,Bislama1,131_far,lɔŋwe,lɔŋwe,l ɔ ŋw e,,Shimelman2019,,false,
Bislama1-132_near-1,48700000008-789-0,Bislama1,132_near,kolosap,kolosap,k o l o s a p,,Shimelman2019,,false,
Bislama1-133_cold-1,48700000008-792-0,Bislama1,133_cold,kolkol,kolkol,k o l k o l,,Shimelman2019,,false,
Bislama1-134_dry-1,48700000008-793-0,Bislama1,134_dry,drai,drai,d r a i,,Shimelman2019,,false,
Bislama1-135_wet-1,48700000008-794-0,Bislama1,135_wet,wɛtwɛt,wɛtwɛt,w ɛ tw ɛ t,,Shimelman2019,,false,
Bislama1-136_new-1,48700000008-798-0,Bislama1,136_new,niɔ,niɔ,n i ɔ,,Shimelman2019,,false,
Bislama1-137_other-1,48700000008-799-0,Bislama1,137_other,narafala,narafala,n a r a f a l a,,Shimelman2019,,false,
Bislama1-138_come-1,48700000008-802-0,Bislama1,138_come,kam,kam,k a m,,Shimelman2019,,false,
Bislama1-139_walk-1,48700000008-803-0,Bislama1,139_walk,hʷɔkbaot,hʷɔkbaot,hʷ ɔ k b a o t,,Shimelman2019,,false,
Bislama1-140_stand-1,48700000008-811-0,Bislama1,140_stand,standap,standap,s t a n d a p,,Shimelman2019,,false,
Bislama1-141_sit-1,48700000008-812-0,Bislama1,141_sit,sidaon,sidaon,s i d a o n,,Shimelman2019,,false,
Bislama1-142_fall-1,48700000008-813-0,Bislama1,142_fall,fɔldaon,fɔldaon,f ɔ l d a o n,,Shimelman2019,,false,
Bislama1-143_liedown-1,48700000008-814-0,Bislama1,143_liedown,ledaon,ledaon,l e d a o n,,Shimelman2019,,false,
Bislama1-144_turn-1,48700000008-815-0,Bislama1,144_turn,tanɛm,tanɛm,t a n ɛ m,,Shimelman2019,,false,
Bislama1-145_climb-1,48700000008-818-0,Bislama1,145_climb,klaim,klaim,k l a i m,,Shimelman2019,,false,
Bislama1-146_swim-1,48700000008-821-0,Bislama1,146_swim,suɪm,suɪm,s u ɪ m,,Shimelman2019,,false,
Bislama1-147_flyverb-1,48700000008-822-0,Bislama1,147_flyverb,flai,flai,f l a i,,Shimelman2019,,false,
Bislama1-148_throw-1,48700000008-826-0,Bislama1,148_throw,sakɛmaot,sakɛmaot,s a k ɛ m a o t,,Shimelman2019,,false,
Bislama1-149_hide-1,48700000008-827-0,Bislama1,149_hide,aitɛm,aitɛm,a i t ɛ m,,Shimelman2019,,false,
Bislama1-150_eat-1,48700000008-831-0,Bislama1,150_eat,kakai,kakai,k a k a i,,Shimelman2019,,false,
Bislama1-151_drink-1,48700000008-832-0,Bislama1,151_drink,drɪnk,drɪnk,d r ɪ n k,,Shimelman2019,,false,
Bislama1-152_yawn-1,48700000008-836-0,Bislama1,152_yawn,wantɛm slip,wantɛm slip,w a n t ɛ m + s l i p,,Shimelman2019,,false,
Bislama1-153_spit-1,48700000008-837-0,Bislama1,153_spit,spɛt,spɛt,s p ɛ t,,Shimelman2019,,false,
Bislama1-154_dream-1,48700000008-840-0,Bislama1,154_dream,drim,drim,d r i m,,Shimelman2019,,false,
Bislama1-155_sleep-1,48700000008-841-0,Bislama1,155_sleep,sɪlip,sɪlip,s ɪ l i p,,Shimelman2019,,false,
Bislama1-156_live-1,48700000008-842-0,Bislama1,156_live,laɪf,laɪf,l a ɪ f,,Shimelman2019,,false,
Bislama1-157_die-1,48700000008-843-0,Bislama1,157_die,dɛt,dɛt,d ɛ t,,Shimelman2019,,false,
Bislama1-158_kill-1,48700000008-844-0,Bislama1,158_kill,kɪlɪmdɛt,kɪlɪmdɛt,k ɪ l ɪ m d ɛ t,,Shimelman2019,,false,
Bislama1-159_see-1,48700000008-851-0,Bislama1,159_see,luk,luk,l u k,,Shimelman2019,,false,
Bislama1-160_hear-1,48700000008-852-0,Bislama1,160_hear,harɛm,harɛm,h a r ɛ m,,Shimelman2019,,false,
Bislama1-161_sniffsmell-1,48700000008-854-0,Bislama1,161_sniffsmell,smɛl,smɛl,s m ɛ l,,Shimelman2019,,false,
Bislama1-162_laugh-1,48700000008-858-0,Bislama1,162_laugh,laf,laf,l a f,,Shimelman2019,,false,
Bislama1-163_cry-1,48700000008-859-0,Bislama1,163_cry,krai,krai,k r a i,,Shimelman2019,,false,
Bislama1-164_blow-1,48700000008-867-0,Bislama1,164_blow,blo,blo,b l o,,Shimelman2019,,false,
Bislama1-165_burn-1,48700000008-868-0,Bislama1,165_burn,bɔn,bɔn,b ɔ n,,Shimelman2019,,false,
Bislama1-166_sew-1,48700000008-874-0,Bislama1,166_sew,somap˺,somap˺,s o m a p˺,,Shimelman2019,,false,
Bislama1-167_pound-1,48700000008-880-0,Bislama1,167_pound,kɪkilim,kɪkilim,k ɪ k i l i m,,Shimelman2019,,false,
Bislama1-168_hit-1,48700000008-881-0,Bislama1,168_hit,kɪlim,kɪlim,k ɪ l i m,,Shimelman2019,,false,
Bislama1-169_cut-1,48700000008-887-0,Bislama1,169_cut,katɛm,katɛm,k a t ɛ m,,Shimelman2019,,false,
Bislama1-170_split-1,48700000008-888-0,Bislama1,170_split,splɛtɛm,splɛtɛm,s p l ɛ t ɛ m,,Shimelman2019,,false,
Bislama1-171_dig-1,48700000008-889-0,Bislama1,171_dig,dɪkim,dɪkim,d ɪ k i m,,Shimelman2019,,false,
Bislama1-172_hunt-1,48700000008-892-0,Bislama1,172_hunt,hant,hant,h a n t,,Shimelman2019,,false,
Bislama1-173_hold-1,48700000008-893-0,Bislama1,173_hold,olɛm,olɛm,o l ɛ m,,Shimelman2019,,false,
Bislama1-174_fear-1,48700000008-895-0,Bislama1,174_fear,frait,frait,f r a i t,,Shimelman2019,,false,
Bislama1-175_count-1,48700000008-896-0,Bislama1,175_count,kaontɛm,kaontɛm,k a o n t ɛ m,,Shimelman2019,,false,
Bislama1-176_breathe-1,48700000008-897-0,Bislama1,176_breathe,pʊləm win,pʊləm win,p ʊ l ə m + w i n,,Shimelman2019,,false,
Bislama1-177_vomit-1,48700000008-900-0,Bislama1,177_vomit,traot,traot,t r a o t,,Shimelman2019,,false,
Bislama1-178_tieup-1,48700000008-901-0,Bislama1,178_tieup,fasɛm,fasɛm,f a s ɛ m,,Shimelman2019,,false,
Bislama1-179_squeeze-1,48700000008-902-0,Bislama1,179_squeeze,skwisɪm,skwisɪm,s kw i s ɪ m,,Shimelman2019,,false,
Bislama1-180_swell-1,48700000008-903-0,Bislama1,180_swell,solap,solap,s o l a p,,Shimelman2019,,false,
Bislama1-181_say-1,48700000008-904-0,Bislama1,181_say,talɛm,talɛm,t a l ɛ m,,Shimelman2019,,false,
Bislama1-182_scratch-1,48700000008-905-0,Bislama1,182_scratch,sɪkrasɛm,sɪkrasɛm,s ɪ k r a s ɛ m,,Shimelman2019,,false,
Bislama1-183_stab-1,48700000008-906-0,Bislama1,183_stab,stɪkɪm,stɪkɪm,s t ɪ k ɪ m,,Shimelman2019,,false,
Bislama1-184_buy-1,48700000008-912-0,Bislama1,184_buy,peəm,peəm,p e ə m,,Shimelman2019,,false,
Bislama1-185_steal-1,48700000008-913-0,Bislama1,185_steal,stilim,stilim,s t i l i m,,Shimelman2019,,false,
Bislama1-186_plant-1,48700000008-918-0,Bislama1,186_plant,planɛm,planɛm,p l a n ɛ m,,Shimelman2019,,false,
Bislama1-187_cook-1,48700000008-922-0,Bislama1,187_cook,kuk,kuk,k u k,,Shimelman2019,,false,
Bislama1-188_shoot-1,48700000008-940-0,Bislama1,188_shoot,ʃutum,ʃutum,ʃ u t u m,,Shimelman2019,,false,
Bislama1-189_work-1,48700000008-950-0,Bislama1,189_work,wɔk,wɔk,w ɔ k,,Shimelman2019,,false,
Bislama1-190_open-1,48700000008-962-0,Bislama1,190_open,opɪnɛm,opɪnɛm,o p ɪ n ɛ m,,Shimelman2019,,false,
Nleonda-0_one-1,48731303809-1-0,Nleonda,0_one,tea,tea,t e a,,Shimelman2019,,false,
Nleonda-1_two-1,48731303809-2-0,Nleonda,1_two,rua,rua,r u a,,Shimelman2019,,false,
Nleonda-2_three-1,48731303809-3-0,Nleonda,2_three,tolu,tolu,t o l u,,Shimelman2019,,false,
Nleonda-3_four-1,48731303809-4-0,Nleonda,3_four,ɸesi,ɸesi,ɸ e s i,,Shimelman2019,,false,
Nleonda-4_five-1,48731303809-5-0,Nleonda,4_five,xeilim,xeilim,x e i l i m,,Shimelman2019,,false,
Nleonda-5_six-1,48731303809-6-0,Nleonda,5_six,keiʲõ,keiʲõ,k e iʲ õ,,Shimelman2019,,false,
Nleonda-5_six-2,48731303809-6-0,Nleonda,5_six,xeiõ,xeiõ,x e i õ,,Shimelman2019,,false,Nleonda-5_six-1
Nleonda-6_seven-1,48731303809-7-0,Nleonda,6_seven,xeiᵐbitu,xeiᵐbitu,x e iᵐ b i t u,,Shimelman2019,,false,
Nleonda-7_eight-1,48731303809-8-0,Nleonda,7_eight,xewelu,xewelu,x e w e l u,,Shimelman2019,,false,
Nleonda-8_nine-1,48731303809-9-0,Nleonda,8_nine,xesiwo,xesiwo,x e s i w o,,Shimelman2019,,false,
Nleonda-9_ten-1,48731303809-10-0,Nleonda,9_ten,saŋaβulu,saŋaβulu,s a ŋ a β u l u,,Shimelman2019,,false,
Nleonda-10_twenty-1,48731303809-11-0,Nleonda,10_twenty,ŋaβulɣeirue,ŋaβulɣeirue,ŋ a β u l ɣ e i r u e,,Shimelman2019,,false,
Nleonda-11_fifty-1,48731303809-15-0,Nleonda,11_fifty,ŋaβulɣeilim,ŋaβulɣeilim,ŋ a β u l ɣ e i l i m,,Shimelman2019,,false,
Nleonda-12_onehundred-1,48731303809-20-0,Nleonda,12_onehundred,ɸuⁿdolue,ɸuⁿdolue,ɸ uⁿ d o l u e,,Shimelman2019,,false,
Nleonda-13_onethousand-1,48731303809-21-0,Nleonda,13_onethousand,teri,teri,t e r i,,Shimelman2019,,false,
Nleonda-14_year-1,48731303809-51-0,Nleonda,14_year,hiɣao,hiɣao,h i ɣ a o,,Shimelman2019,,false,
Nleonda-15_right-1,48731303809-81-0,Nleonda,15_right,matuɛ,matuɛ,m a t u ɛ,,Shimelman2019,,false,
Nleonda-15_right-2,48731303809-81-0,Nleonda,15_right,matue,matue,m a t u e,,Shimelman2019,,false,Nleonda-15_right-1
Nleonda-16_left-1,48731303809-82-0,Nleonda,16_left,mawiri,mawiri,m a w i r i,,Shimelman2019,,false,
Nleonda-17_i-1,48731303809-101-0,Nleonda,17_i,neu,neu,n e u,,Shimelman2019,,false,
Nleonda-18_weallexcl-1,48731303809-102-0,Nleonda,18_weallexcl,hamai,hamai,h a m a i,,Shimelman2019,,false,
Nleonda-19_webothincl-1,48731303809-102-1,Nleonda,19_webothincl,hiⁿderu,hiⁿderu,h iⁿ d e r u,,Shimelman2019,,false,
Nleonda-20_webothexcl-1,48731303809-102-2,Nleonda,20_webothexcl,hamaru,hamaru,h a m a r u,,Shimelman2019,,false,
Nleonda-21_weallincl-1,48731303809-102-3,Nleonda,21_weallincl,hiⁿde,hiⁿde,h iⁿ d e,,Shimelman2019,,false,
Nleonda-22_thou-1,48731303809-104-0,Nleonda,22_thou,niᵑɡo,niᵑɡo,n iᵑ ɡ o,,Shimelman2019,,false,
Nleonda-23_youboth-1,48731303809-105-0,Nleonda,23_youboth,himiru,himiru,h i m i r u,,Shimelman2019,,false,
Nleonda-24_youall-1,48731303809-105-2,Nleonda,24_youall,himiu,himiu,h i m i u,,Shimelman2019,,false,
Nleonda-25_heshe-1,48731303809-106-0,Nleonda,25_heshe,ŋẽ:,ŋẽ:,ŋ ẽ:,,Shimelman2019,,false,
Nleonda-26_theyall-1,48731303809-107-0,Nleonda,26_theyall,ŋẽre,ŋẽre,ŋ ẽ r e,,Shimelman2019,,false,
Nleonda-27_theyboth-1,48731303809-107-2,Nleonda,27_theyboth,ŋẽreru,ŋẽreru,ŋ ẽ r e r u,,Shimelman2019,,false,
Nleonda-28_nonot-1,48731303809-112-0,Nleonda,28_nonot,hetea,hetea,h e t e a,,Shimelman2019,,false,
Nleonda-29_what-1,48731303809-121-0,Nleonda,29_what,haβaɣi,haβaɣi,h a β a ɣ i,,Shimelman2019,,false,
Nleonda-30_who-1,48731303809-122-0,Nleonda,30_who,hẽnĩ,hẽnĩ,h ẽ n ĩ,,Shimelman2019,,false,
Nleonda-31_where-1,48731303809-123-0,Nleonda,31_where,loɣo,loɣo,l o ɣ o,,Shimelman2019,,false,
Nleonda-32_when-1,48731303809-124-0,Nleonda,32_when,taɣaha,taɣaha,t a ɣ a h a,,Shimelman2019,,false,
Nleonda-32_when-2,48731303809-124-0,Nleonda,32_when,saβataro,saβataro,s a β a t a r o,,Shimelman2019,,false,
Nleonda-33_how-1,48731303809-125-0,Nleonda,33_how,warahaʊ,warahaʊ,w a r a h a ʊ,,Shimelman2019,,false,
Nleonda-34_this-1,48731303809-131-0,Nleonda,34_this,ŋiŋaha,ŋiŋaha,ŋ i ŋ a h a,,Shimelman2019,,false,
Nleonda-35_that-1,48731303809-132-0,Nleonda,35_that,ŋeβahĩ,ŋeβahĩ,ŋ e β a h ĩ,,Shimelman2019,,false,
Nleonda-36_above-1,48731303809-138-0,Nleonda,36_above,namawe,namawe,n a m a w e,,Shimelman2019,,false,
Nleonda-37_below-1,48731303809-139-0,Nleonda,37_below,ɸaɸaɣi,ɸaɸaɣi,ɸ a ɸ a ɣ i,,Shimelman2019,,false,
Nleonda-38_ininside-1,48731303809-141-0,Nleonda,38_ininside,lolõ,lolõ,l o l õ,,Shimelman2019,,false,
Nleonda-39_head-1,48731303809-201-0,Nleonda,39_head,kʷatu,kʷatu,kʷ a t u,,Shimelman2019,,false,
Nleonda-40_hair-1,48731303809-205-0,Nleonda,40_hair,ɸulu,ɸulu,ɸ u l u,,Shimelman2019,,false,
Nleonda-41_eye-1,48731303809-211-0,Nleonda,41_eye,mata,mata,m a t a,,Shimelman2019,,false,
Nleonda-42_nose-1,48731303809-212-0,Nleonda,42_nose,kʷaŋo,kʷaŋo,kʷ a ŋ o,,Shimelman2019,,false,
Nleonda-43_ear-1,48731303809-213-0,Nleonda,43_ear,kʷero,kʷero,kʷ e r o,,Shimelman2019,,false,
Nleonda-44_mouth-1,48731303809-221-0,Nleonda,44_mouth,uwa,uwa,u w a,,Shimelman2019,,false,
Nleonda-44_mouth-2,48731303809-221-0,Nleonda,44_mouth,wuwa,wuwa,w u w a,,Shimelman2019,,false,Nleonda-44_mouth-1
Nleonda-45_tongue-1,48731303809-223-0,Nleonda,45_tongue,mea,mea,m e a,,Shimelman2019,,false,
Nleonda-46_tooth-1,48731303809-224-0,Nleonda,46_tooth,liɸʷo,liɸʷo,l i ɸʷ o,,Shimelman2019,,false,
Nleonda-47_hand-1,48731303809-231-0,Nleonda,47_hand,lime,lime,l i m e,,Shimelman2019,,false,
